着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,後3F,厩舎,馬体重,race_id,日付,距離,馬場種類,馬場状態
9,1,1,アイノジヴェルニー,牝5,54.0,本村直樹,1:19.2,6,11,290.3,41.2,大井高岩孝敏,453(-11),202444012506,2024/01/25,1200,ダ,稍
10,5,7,グシチャンノソラ,牝4,54.0,矢野貴之,1:19.8,3,3,4.6,43.8,大井福田真広,538(+16),202444012506,2024/01/25,1200,ダ,稍
11,6,8,フレディバローズ,牡6,56.0,御神本訓,1:20.7,4,4,5.6,44.5,大井福永敏,491(+8),202444012506,2024/01/25,1200,ダ,稍
取消,2,2,イナホ,牝4,54.0,町田直希,,,,,,大井辻野豊,,202444012506,2024/01/25,1200,ダ,稍
取消,8,12,カーラミーア,牝6,54.0,江里口裕,,,,,,大井高橋清顕,,202444012506,2024/01/25,1200,ダ,稍
1,7,7,センゲントップ,牡4,56.0,矢野貴之,1:44.5,,1,1.5,41.5,大井鈴木啓之,497(+6),202444012507,2024/01/25,1600,ダ,稍
2,5,5,スイングステート,牡5,56.0,藤田凌,1:44.5,クビ,2,5.6,41.9,大井坂井英光,583(0),202444012507,2024/01/25,1600,ダ,稍
3,2,2,サランスク,牝5,54.0,森泰斗,1:44.7,3/4,4,8.2,42.4,大井田中正人,496(+2),202444012507,2024/01/25,1600,ダ,稍
4,4,4,リュミエール,セ6,56.0,新原周馬,1:45.0,1.1/2,5,13.9,42.7,大井福永敏,477(+5),202444012507,2024/01/25,1600,ダ,稍
5,6,6,アポロミラクル,牡6,56.0,山崎誠士,1:45.5,2.1/2,7,34.2,41.7,大井福田真広,498(+4),202444012507,2024/01/25,1600,ダ,稍
6,3,3,ジュンユウコー,牝8,54.0,藤本現暉,1:45.6,3/4,6,28.3,42.7,大井荒山勝徳,469(+4),202444012507,2024/01/25,1600,ダ,稍
7,1,1,クイーンカトリーヌ,牝5,54.0,野畑凌,1:45.6,アタマ,3,6.7,42.6,大井月岡健二,453(+2),202444012507,2024/01/25,1600,ダ,稍
8,8,8,ゴーザフォス,牡8,56.0,達城龍次,1:48.1,大,8,78.1,45.7,大井岡野尚光,524(+10),202444012507,2024/01/25,1600,ダ,稍
1,7,11,ジャスティンパワー,牡5,56.0,笹川翼,1:43.4,,6,8.0,41.2,大井宗形竹見,469(-5),202444012508,2024/01/25,1600,ダ,稍
2,6,10,ボニーマジェスティ,牡5,56.0,森泰斗,1:43.6,1.1/4,2,4.6,41.4,大井福永敏,504(-4),202444012508,2024/01/25,1600,ダ,稍
3,8,14,ユーアオンフリーク,牡4,56.0,本田正重,1:43.7,クビ,5,7.7,41.3,大井荒山勝徳,526(-1),202444012508,2024/01/25,1600,ダ,稍
4,7,12,グロリオサ,牡4,56.0,服部茂史,1:43.9,1.1/4,9,35.9,41.0,大井渡辺和雄,440(-2),202444012508,2024/01/25,1600,ダ,稍
5,6,9,ヤマノウォーリア,牡4,56.0,藤本現暉,1:44.3,2,3,5.7,42.1,大井佐々木洋,491(0),202444012508,2024/01/25,1600,ダ,稍
6,3,3,リケアミネオラ,牡4,56.0,安藤洋一,1:44.4,クビ,11,65.9,41.5,大井荒山勝徳,425(+1),202444012508,2024/01/25,1600,ダ,稍
7,5,8,アントレゾール,牡4,56.0,西啓太,1:44.4,クビ,8,32.4,41.4,大井田中正人,507(+5),202444012508,2024/01/25,1600,ダ,稍
8,3,4,ヤクモ,牡6,56.0,藤田凌,1:45.2,4,7,32.0,42.6,大井阪本一栄,511(-2),202444012508,2024/01/25,1600,ダ,稍
9,4,6,ダイキチホマレ,牡6,56.0,的場文男,1:45.5,1.1/2,4,7.4,42.6,大井的場直之,493(-1),202444012508,2024/01/25,1600,ダ,稍
10,1,1,ヨシノクラウン,牡4,56.0,達城龍次,1:45.8,1.3/4,12,103.8,42.5,大井荒井朋弘,471(+1),202444012508,2024/01/25,1600,ダ,稍
11,8,13,バーブル,牡7,56.0,御神本訓,1:46.5,3.1/2,1,3.1,43.5,大井辻野豊,467(+2),202444012508,2024/01/25,1600,ダ,稍
12,2,2,ブラッドワイルド,牡5,56.0,青柳正義,1:46.7,1.1/4,10,37.5,43.4,大井福永敏,514(-12),202444012508,2024/01/25,1600,ダ,稍
13,5,7,ベルウッドムサシ,牡4,56.0,仲原大生,1:46.9,3/4,13,140.5,44.0,大井米田英世,453(0),202444012508,2024/01/25,1600,ダ,稍
14,4,5,ピースフルダンス,牡9,56.0,千田洋,1:48.4,7,14,145.2,43.5,大井井上弘之,453(+15),202444012508,2024/01/25,1600,ダ,稍
1,8,14,シャルマンジャン,牡5,56.0,笹川翼,1:28.2,,1,2.9,38.3,大井福永敏,503(0),202444012509,2024/01/25,1400,ダ,稍
2,1,1,リュウノファウラー,牡5,56.0,藤本現暉,1:28.3,3/4,4,8.1,38.4,大井鷹見浩,462(-3),202444012509,2024/01/25,1400,ダ,稍
3,5,8,ラッシュワン,牡7,56.0,安藤洋一,1:28.5,1,3,3.6,38.0,大井藤田輝信,521(+2),202444012509,2024/01/25,1400,ダ,稍
4,3,4,ハイチサングラス,牡5,56.0,和田譲治,1:29.3,4,2,3.1,39.0,大井高橋清顕,504(-1),202444012509,2024/01/25,1400,ダ,稍
5,8,13,サブノリョウマ,牡5,56.0,新原周馬,1:30.1,4,12,264.0,39.3,大井阪本一栄,462(+13),202444012509,2024/01/25,1400,ダ,稍
6,2,2,カッテニシヤガレ,牡4,56.0,栗原大河,1:30.1,クビ,8,81.4,39.5,大井佐宗応和,508(+2),202444012509,2024/01/25,1400,ダ,稍
7,4,6,ドゥーロアバンティ,牡4,56.0,今野忠成,1:30.2,クビ,6,18.1,39.0,大井立花伸,474(+1),202444012509,2024/01/25,1400,ダ,稍
8,6,10,カズオルヴァル,セ7,56.0,達城龍次,1:30.2,アタマ,5,12.9,40.3,大井坂井英光,488(+13),202444012509,2024/01/25,1400,ダ,稍
9,7,12,バリブラック,セ5,56.0,江里口裕,1:30.3,クビ,10,92.2,40.2,大井井上弘之,474(-9),202444012509,2024/01/25,1400,ダ,稍
10,3,3,フルゴリラ,牡7,56.0,岡村健司,1:30.4,クビ,7,65.4,40.1,大井辻野豊,546(+6),202444012509,2024/01/25,1400,ダ,稍
11,4,5,ミギーフェイス,牝5,54.0,青柳正義,1:30.5,1/2,9,89.4,39.2,大井堀千亜樹,532(-3),202444012509,2024/01/25,1400,ダ,稍
12,7,11,コスモマギカ,牡9,56.0,石川駿介,1:31.7,6,14,646.2,40.0,大井久保田信,456(-1),202444012509,2024/01/25,1400,ダ,稍
13,6,9,アントニオヒロキ,牡4,56.0,遠藤健太,1:32.3,3,13,446.5,40.3,大井佐々木洋,467(+1),202444012509,2024/01/25,1400,ダ,稍
14,5,7,バイーア,セ9,56.0,的場文男,1:33.0,3.1/2,11,133.8,42.4,大井赤嶺亮,484(-7),202444012509,2024/01/25,1400,ダ,稍
1,6,6,ティントレット,牡3,57.0,森泰斗,1:50.1,,1,1.3,39.5,大井荒山勝徳,499(+7),202444012510,2024/01/25,1700,ダ,稍
2,1,1,ペルセヴェランテ,牡3,56.0,笹川翼,1:51.2,5,3,8.1,40.7,大井荒山勝徳,490(-5),202444012510,2024/01/25,1700,ダ,稍
3,3,3,ゴールデンブザー,牡3,57.0,和田譲治,1:51.8,3,2,6.4,40.5,大井宗形竹見,489(-2),202444012510,2024/01/25,1700,ダ,稍
4,7,8,リトルビッグホーン,牡3,57.0,本田正重,1:53.0,6,4,10.2,41.4,大井渡辺和雄,458(+3),202444012510,2024/01/25,1700,ダ,稍
5,8,9,ヤザン,牡3,56.0,野畑凌,1:53.2,3/4,7,41.2,42.2,大井橋本和馬,456(-2),202444012510,2024/01/25,1700,ダ,稍
6,2,2,ジャガーバローズ,牡3,56.0,矢野貴之,1:53.2,クビ,5,12.6,42.0,大井福永敏,482(-2),202444012510,2024/01/25,1700,ダ,稍
7,4,4,トレーナーチョイス,牡3,57.0,藤本現暉,1:53.6,2,8,88.1,41.6,大井阪本一栄,439(-1),202444012510,2024/01/25,1700,ダ,稍
8,7,7,ノブトモ,牡3,56.0,安藤洋一,1:54.3,3.1/2,10,365.2,42.5,大井朝倉実,501(-8),202444012510,2024/01/25,1700,ダ,稍
9,8,10,チャンチャン,牡3,56.0,石川駿介,1:54.6,1.1/2,6,36.8,43.1,大井納谷和玖,459(-10),202444012510,2024/01/25,1700,ダ,稍
10,5,5,マイキーマックイン,セ3,56.0,西啓太,1:59.8,大,9,229.7,46.2,大井福田真広,418(+14),202444012510,2024/01/25,1700,ダ,稍
1,1,1,スワーヴシャルル,牡8,57.0,笹川翼,1:14.0,,2,3.5,38.4,大井藤田輝信,486(+8),202444012511,2024/01/25,1200,ダ,稍
2,3,5,ブラックストーム,牡6,57.0,御神本訓,1:14.0,アタマ,4,12.2,38.4,大井佐宗応和,486(+5),202444012511,2024/01/25,1200,ダ,稍
3,6,10,マックス,セ7,55.0,矢野貴之,1:14.2,1,1,1.9,38.4,大井福永敏,492(+1),202444012511,2024/01/25,1200,ダ,稍
4,5,9,ブラックパンサー,牡6,57.0,本橋孝太,1:14.2,クビ,5,12.7,37.5,浦和小久保智,501(-3),202444012511,2024/01/25,1200,ダ,稍
5,3,4,トップウイナー,牡8,57.0,安藤洋一,1:14.7,2.1/2,10,85.2,39.5,大井橋本和馬,487(+2),202444012511,2024/01/25,1200,ダ,稍
6,4,7,マムティキング,牡8,57.0,張田昂,1:14.8,クビ,11,149.8,37.7,大井荒井朋弘,463(+1),202444012511,2024/01/25,1200,ダ,稍
7,2,3,マースインディ,牡9,57.0,本田正重,1:14.9,1/2,13,177.3,37.2,大井阪本一栄,480(-1),202444012511,2024/01/25,1200,ダ,稍
8,6,11,シャイニーブランコ,牡8,55.0,栗原大河,1:14.9,クビ,15,572.1,38.6,大井堀千亜樹,452(-6),202444012511,2024/01/25,1200,ダ,稍
9,5,8,ハートプレイス,牡6,55.0,岡村健司,1:14.9,ハナ,8,59.9,38.7,大井佐宗応和,484(+3),202444012511,2024/01/25,1200,ダ,稍
10,7,13,ジョーパイロライト,牡8,57.0,町田直希,1:15.0,1/2,12,151.0,38.8,浦和小久保智,475(-12),202444012511,2024/01/25,1200,ダ,稍
11,2,2,フジコチャン,牝4,53.0,今野忠成,1:15.0,ハナ,6,36.5,38.8,大井荒山勝徳,480(+2),202444012511,2024/01/25,1200,ダ,稍
12,8,14,ノアヴィグラス,牝6,53.0,藤本現暉,1:15.6,3,9,74.1,40.6,大井鷹見浩,484(+2),202444012511,2024/01/25,1200,ダ,稍
13,4,6,スペクタクル,牡6,55.0,藤田凌,1:15.7,3/4,14,562.4,39.9,大井月岡健二,508(-2),202444012511,2024/01/25,1200,ダ,稍
14,7,12,サイレントギフト,牡6,55.0,西啓太,1:16.9,6,7,50.7,40.7,大井阪本一栄,488(0),202444012511,2024/01/25,1200,ダ,稍
15,8,15,キルロード,セ9,57.0,森泰斗,1:17.9,5,3,5.2,42.6,大井米田英世,510(-14),202444012511,2024/01/25,1200,ダ,稍
1,6,8,ゴールドジャッジ,牡5,56.0,矢野貴之,1:14.7,,2,4.2,38.6,大井立花伸,483(-2),202444012512,2024/01/25,1200,ダ,稍
2,1,1,ウナモンタナアルタ,牡5,56.0,笹川翼,1:14.9,1,1,1.3,39.3,大井佐々木洋,514(+2),202444012512,2024/01/25,1200,ダ,稍
3,2,2,オオサキワンダー,牝4,54.0,岡村健司,1:15.0,1/2,13,209.3,39.3,大井遠藤茂,485(+3),202444012512,2024/01/25,1200,ダ,稍
4,3,3,マーゴットバモス,牡4,56.0,吉井章,1:15.3,1.1/2,6,31.1,38.5,大井松浦裕之,490(-2),202444012512,2024/01/25,1200,ダ,稍
5,7,11,ライヴクラッカー,牡6,56.0,野畑凌,1:15.4,1/2,4,18.9,39.3,大井赤嶺本浩,487(+4),202444012512,2024/01/25,1200,ダ,稍
6,5,7,スプレンデンテ,牝4,54.0,藤田凌,1:15.6,1,5,20.4,38.8,大井荒山勝徳,469(+1),202444012512,2024/01/25,1200,ダ,稍
7,4,4,オデッセイ,牡5,56.0,青柳正義,1:15.7,クビ,10,83.4,39.2,大井堀千亜樹,501(-4),202444012512,2024/01/25,1200,ダ,稍
8,5,6,ヤマノリッチ,牝4,54.0,藤本現暉,1:15.7,クビ,7,43.9,38.7,大井佐々木洋,481(-1),202444012512,2024/01/25,1200,ダ,稍
9,7,10,シザーハンズ,牝7,54.0,町田直希,1:16.4,3.1/2,11,97.6,39.8,大井櫻木英喜,475(-6),202444012512,2024/01/25,1200,ダ,稍
10,8,13,クラキャノン,牡7,56.0,篠谷葵,1:16.5,1/2,8,54.8,39.3,大井朝倉実,493(-1),202444012512,2024/01/25,1200,ダ,稍
11,8,12,ラヴラブクロフネ,牝4,54.0,西啓太,1:16.6,クビ,3,18.5,39.8,大井荒井朋弘,473(+1),202444012512,2024/01/25,1200,ダ,稍
12,4,5,コパノモナルカ,牝4,54.0,今野忠成,1:18.0,7,12,159.1,42.2,大井赤嶺亮,467(-9),202444012512,2024/01/25,1200,ダ,稍
13,6,9,ジュディシャス,牡8,56.0,的場文男,1:18.2,1,9,74.3,42.3,大井大宮和也,517(-3),202444012512,2024/01/25,1200,ダ,稍
1,8,10,コールサイン,牡3,56.0,矢野貴之,1:45.6,,1,1.4,40.6,大井藤田輝信,495(-2),202444012601,2024/01/26,1600,ダ,稍
2,7,8,ゲールタクト,牡3,56.0,野畑凌,1:45.8,1.1/4,4,15.6,41.5,大井月岡健二,461(+3),202444012601,2024/01/26,1600,ダ,稍
3,6,7,イモノソーダワリデ,牡3,56.0,服部茂史,1:46.2,2,2,5.3,40.9,大井須田和伸,450(+6),202444012601,2024/01/26,1600,ダ,稍
4,5,5,カズノトレジャー,牡3,56.0,達城龍次,1:46.2,ハナ,6,21.5,40.6,大井佐野謙二,480(+2),202444012601,2024/01/26,1600,ダ,稍
5,7,9,スマイルクオーツ,牝3,54.0,西啓太,1:46.8,3,7,42.9,42.2,大井阪本一栄,443(-3),202444012601,2024/01/26,1600,ダ,稍
6,8,11,パジャマパーティー,牝3,51.0,▲木澤奨,1:46.9,1/2,9,81.1,41.3,大井村上頼章,432(-5),202444012601,2024/01/26,1600,ダ,稍
7,4,4,トスト,牝3,54.0,的場文男,1:47.3,2,8,80.1,42.0,大井赤嶺本浩,446(-3),202444012601,2024/01/26,1600,ダ,稍
8,1,1,ゼネラルウィン,牡3,55.0,☆菅原涼太,1:47.6,1.3/4,10,101.7,43.3,大井佐宗応和,479(+1),202444012601,2024/01/26,1600,ダ,稍
9,3,3,クイーンマートル,牝3,54.0,仲原大生,1:48.3,3.1/2,11,187.4,43.1,大井米田英世,502(+1),202444012601,2024/01/26,1600,ダ,稍
10,6,6,セイバー,牡3,56.0,吉井章,1:48.4,3/4,3,7.5,42.7,大井吉井竜一,479(-3),202444012601,2024/01/26,1600,ダ,稍
11,2,2,シーザーキック,牡3,56.0,安藤洋一,1:50.5,10,5,20.2,45.6,大井吉井竜一,473(-4),202444012601,2024/01/26,1600,ダ,稍
1,3,3,ヒンナ,牝3,54.0,本田正重,1:16.0,,6,29.0,39.0,大井赤嶺亮,446(+1),202444012602,2024/01/26,1200,ダ,稍
2,3,4,ユメゴテン,牝3,54.0,江里口裕,1:16.0,アタマ,3,9.9,40.1,大井橋本和馬,458(+7),202444012602,2024/01/26,1200,ダ,稍
3,4,5,ビギンザビギン,牝3,54.0,吉井章,1:16.7,3.1/2,8,32.6,39.4,大井松浦裕之,488(+1),202444012602,2024/01/26,1200,ダ,稍
4,1,1,テイルスピナー,牝3,54.0,岩橋勇二,1:16.7,クビ,11,154.0,39.2,大井市村誠,409(-6),202444012602,2024/01/26,1200,ダ,稍
5,6,9,ウエノマルダンディ,牡3,56.0,的場文男,1:16.8,1/2,10,108.3,39.1,大井井上弘之,480(-3),202444012602,2024/01/26,1200,ダ,稍
6,4,6,カステラ,牝3,54.0,野畑凌,1:17.2,2,5,21.0,40.6,大井佐野謙二,407(-3),202444012602,2024/01/26,1200,ダ,稍
7,5,7,デジタルサイオン,牡3,56.0,笹川翼,1:17.2,クビ,2,2.8,40.6,大井宗形竹見,465(0),202444012602,2024/01/26,1200,ダ,稍
8,8,14,アフロキング,牡3,56.0,和田譲治,1:17.2,アタマ,1,1.8,41.2,大井的場直之,528(+1),202444012602,2024/01/26,1200,ダ,稍
9,6,10,マドモアゼルレンヌ,牝3,54.0,山中悠希,1:17.3,クビ,14,436.8,39.2,大井阪本一栄,429(0),202444012602,2024/01/26,1200,ダ,稍
10,2,2,カミカゼレディー,牝3,54.0,高橋昭平,1:17.4,1/2,12,191.1,39.6,大井立花貢,431(+11),202444012602,2024/01/26,1200,ダ,稍
11,7,11,ヤマショウカリズマ,牡3,55.0,☆菅原涼太,1:17.5,クビ,4,13.4,40.9,大井堀千亜樹,480(+9),202444012602,2024/01/26,1200,ダ,稍
12,8,13,ハヤフネ,牝3,54.0,新原周馬,1:17.6,クビ,13,402.6,39.6,大井高岩孝敏,449(-7),202444012602,2024/01/26,1200,ダ,稍
13,5,8,タケノゲッコウ,牝3,54.0,藤田凌,1:18.0,2,9,62.3,40.4,大井佐野謙二,456(0),202444012602,2024/01/26,1200,ダ,稍
14,7,12,オーネットオリーブ,牝3,54.0,御神本訓,1:18.3,1.1/2,7,31.3,41.0,大井上杉昌宏,471(-7),202444012602,2024/01/26,1200,ダ,稍
1,5,5,チャダルクン,牡3,57.0,野畑凌,1:45.9,,2,2.1,38.6,大井赤嶺本浩,517(+2),202444012603,2024/01/26,1600,ダ,稍
2,1,1,ムットクルフェ,牡3,56.0,矢野貴之,1:46.1,1,1,1.8,38.5,大井的場直之,497(+2),202444012603,2024/01/26,1600,ダ,稍
3,3,3,フジマサテイオー,牡3,56.0,和田譲治,1:46.4,1.3/4,3,9.9,39.1,大井久保杉隆,505(+2),202444012603,2024/01/26,1600,ダ,稍
4,4,4,イチニチショチョウ,牡3,56.0,江里口裕,1:47.6,6,6,54.3,40.2,大井嶋田幸晴,487(+2),202444012603,2024/01/26,1600,ダ,稍
5,2,2,ボルドーリスクレス,牡3,56.0,藤田凌,1:47.8,1,4,13.9,40.3,大井赤嶺本浩,465(-5),202444012603,2024/01/26,1600,ダ,稍
6,6,6,エドノビートイン,牡3,55.0,☆菅原涼太,1:49.4,8,5,19.8,42.0,大井佐宗応和,472(+2),202444012603,2024/01/26,1600,ダ,稍
1,8,13,ワセダノオトコ,牡3,56.0,西啓太,1:14.5,,2,3.1,38.4,大井福田真広,480(+2),202444012604,2024/01/26,1200,ダ,稍
2,6,10,タケシ,牡3,56.0,野畑凌,1:15.2,3.1/2,6,14.2,39.2,大井的場直之,450(-5),202444012604,2024/01/26,1200,ダ,稍
3,5,8,ジェイケイクロード,牡3,56.0,達城龍次,1:15.2,アタマ,5,13.8,38.5,大井中道啓二,483(-6),202444012604,2024/01/26,1200,ダ,稍
4,3,4,エリザベスウォーク,牝3,54.0,藤田凌,1:15.7,2.1/2,11,68.4,39.2,大井荒山勝徳,465(+1),202444012604,2024/01/26,1200,ダ,稍
5,3,3,パペッティア,牝3,55.0,矢野貴之,1:15.7,クビ,1,1.9,39.8,大井荒山勝徳,441(+5),202444012604,2024/01/26,1200,ダ,稍
6,1,1,マジックオブラブ,牡3,56.0,笹川翼,1:15.7,ハナ,3,13.4,39.6,大井福田真広,457(+5),202444012604,2024/01/26,1200,ダ,稍
7,7,11,ルメビーンズ,牝3,54.0,千田洋,1:16.1,2,8,39.2,38.5,大井大宮和也,457(-3),202444012604,2024/01/26,1200,ダ,稍
8,6,9,ディーヴァドリーム,牝3,54.0,藤本現暉,1:16.8,3.1/2,9,43.9,38.9,大井中道啓二,450(+5),202444012604,2024/01/26,1200,ダ,稍
9,5,7,イタロ,牡3,56.0,石川駿介,1:16.9,1/2,10,55.6,39.3,大井高橋清顕,468(+1),202444012604,2024/01/26,1200,ダ,稍
10,2,2,ヴィヴァンラリー,牡3,56.0,御神本訓,1:17.4,2.1/2,7,24.7,41.5,大井橋本和馬,462(-7),202444012604,2024/01/26,1200,ダ,稍
11,4,6,キッショウテン,牝3,54.0,江里口裕,1:17.5,1/2,13,249.4,39.8,大井宗形竹見,454(+3),202444012604,2024/01/26,1200,ダ,稍
12,4,5,サブノマリシテン,牝3,54.0,新原周馬,1:18.1,3,12,203.4,41.7,大井上杉昌宏,454(0),202444012604,2024/01/26,1200,ダ,稍
13,8,14,ジュデシャンス,牝3,55.0,和田譲治,1:18.5,2,4,13.6,42.2,大井鈴木啓之,419(-23),202444012604,2024/01/26,1200,ダ,稍
14,7,12,アーモンドチュイル,牝3,54.0,篠谷葵,1:19.7,6,14,300.8,42.9,大井高岩孝敏,442(+4),202444012604,2024/01/26,1200,ダ,稍
1,8,12,スコッチキルト,牡5,56.0,本田正重,2:00.0,,2,9.7,40.4,大井赤嶺亮,479(+1),202444012605,2024/01/26,1800,ダ,稍
2,7,10,ネオキャンディ,牡5,56.0,安藤洋一,2:00.4,2,3,10.9,40.6,大井立花伸,525(+7),202444012605,2024/01/26,1800,ダ,稍
3,2,2,ビッグアメリカン,牡4,56.0,吉井章,2:01.2,4,4,11.8,41.6,大井的場直之,574(+7),202444012605,2024/01/26,1800,ダ,稍
4,1,1,パイロスコープ,セ6,56.0,矢野貴之,2:01.5,1.3/4,1,1.2,41.1,大井藤田輝信,518(-2),202444012605,2024/01/26,1800,ダ,稍
5,5,6,ガンマハーベ,牡4,56.0,栗原大河,2:02.1,3,7,36.3,42.2,大井小野寺晋,543(-11),202444012605,2024/01/26,1800,ダ,稍
6,6,8,ナックドバイ,牡5,56.0,高橋昭平,2:02.1,アタマ,10,129.7,42.7,大井立花貢,506(-3),202444012605,2024/01/26,1800,ダ,稍
7,8,11,ヤマブキ,牡4,56.0,岡村健司,2:02.4,1.1/2,11,135.6,41.7,大井赤嶺本浩,493(0),202444012605,2024/01/26,1800,ダ,稍
8,4,4,ヤマニンジャベリン,牡6,56.0,服部茂史,2:02.5,クビ,8,37.6,42.1,大井渡部則夫,526(0),202444012605,2024/01/26,1800,ダ,稍
9,5,5,ウィーナーズソング,牡4,56.0,東原悠善,2:03.1,3,6,34.2,43.2,大井赤嶺本浩,503(-3),202444012605,2024/01/26,1800,ダ,稍
10,6,7,クロシェノワール,牝5,54.0,松崎正泰,2:03.8,3.1/2,12,211.2,43.5,大井高野毅,478(+1),202444012605,2024/01/26,1800,ダ,稍
11,7,9,アルティマナイト,牡5,56.0,野畑凌,2:04.3,2.1/2,9,42.0,44.1,大井久保杉隆,487(-9),202444012605,2024/01/26,1800,ダ,稍
12,3,3,ピーエムギャレット,牝4,51.0,▲谷内貫太,2:05.5,6,5,16.6,46.1,大井市村誠,475(+7),202444012605,2024/01/26,1800,ダ,稍
1,4,5,モズユウガ,牡5,56.0,吉井章,1:44.2,,3,6.3,39.7,大井松浦裕之,508(-5),202444012606,2024/01/26,1600,ダ,稍
2,8,13,マイネルボンバー,牡4,56.0,藤田凌,1:44.3,1/2,2,5.6,40.4,大井阪本一栄,487(+5),202444012606,2024/01/26,1600,ダ,稍
3,7,11,バクシンフォワード,牡5,56.0,笹川翼,1:44.6,1.1/2,1,1.8,40.6,大井福田真広,481(+4),202444012606,2024/01/26,1600,ダ,稍
4,7,12,ロードオブシャドウ,牡5,56.0,服部茂史,1:45.7,5,6,19.5,41.8,大井蛯名雄太,506(+5),202444012606,2024/01/26,1600,ダ,稍
5,1,1,テンポルバート,牝4,54.0,達城龍次,1:45.8,1/2,10,68.2,40.7,大井荒井朋弘,484(-6),202444012606,2024/01/26,1600,ダ,稍
6,5,8,カーテンジュエル,牝8,53.0,☆菅原涼太,1:45.9,クビ,11,70.7,41.3,大井堀千亜樹,467(-2),202444012606,2024/01/26,1600,ダ,稍
7,2,2,ショットオブザデイ,牡5,56.0,和田譲治,1:46.0,1/2,4,10.3,40.5,大井市村誠,472(-2),202444012606,2024/01/26,1600,ダ,稍
8,5,7,ゲームボール,牡4,56.0,町田直希,1:46.3,1.1/2,9,47.3,41.3,大井松浦裕之,488(-6),202444012606,2024/01/26,1600,ダ,稍
9,8,14,ピエドラアギーラ,牡6,56.0,安藤洋一,1:46.5,1.1/4,5,11.0,42.1,大井藤田輝信,489(+9),202444012606,2024/01/26,1600,ダ,稍
10,3,3,フェリスラリー,牡4,56.0,栗原大河,1:46.8,1.1/2,12,75.1,41.9,大井堀江仁,466(0),202444012606,2024/01/26,1600,ダ,稍
11,4,6,タイキモンストル,牡5,56.0,仲原大生,1:46.8,クビ,14,152.0,41.4,大井米田英世,506(+6),202444012606,2024/01/26,1600,ダ,稍
12,3,4,シントーヨーキヒ,牝7,54.0,新原周馬,1:46.9,1/2,13,79.9,41.1,大井田中正人,463(+7),202444012606,2024/01/26,1600,ダ,稍
13,6,10,マーシャン,牡4,56.0,本田正重,1:47.6,3.1/2,7,33.7,42.7,大井森下淳平,472(+2),202444012606,2024/01/26,1600,ダ,稍
14,6,9,プリメラクラセ,牡6,56.0,野畑凌,1:47.7,3/4,8,35.4,42.7,大井朝倉実,480(+3),202444012606,2024/01/26,1600,ダ,稍
1,5,6,ハイパワーゼンカイ,牡5,56.0,矢野貴之,1:29.4,,1,1.4,39.4,大井的場直之,557(+23),202444012607,2024/01/26,1400,ダ,稍
2,8,13,ブレードランナー,牝4,53.0,☆菅原涼太,1:29.5,1/2,2,3.8,39.8,大井辻野豊,478(+5),202444012607,2024/01/26,1400,ダ,稍
3,7,10,ジーニー,牡8,56.0,笹川翼,1:30.2,3.1/2,4,18.2,40.2,大井森下淳平,513(+8),202444012607,2024/01/26,1400,ダ,稍
4,1,1,コパノモンタナ,セ4,56.0,岡村健司,1:30.3,1/2,5,32.2,39.9,大井松浦裕之,451(-5),202444012607,2024/01/26,1400,ダ,稍
5,7,11,レベルクリア,牡5,56.0,藤田凌,1:30.6,1.3/4,9,62.3,39.0,大井鷹見浩,489(+1),202444012607,2024/01/26,1400,ダ,稍
6,4,4,ドンドン,牡4,56.0,吉井章,1:30.7,1/2,6,33.4,40.7,大井阪本一栄,475(+1),202444012607,2024/01/26,1400,ダ,稍
7,8,12,レイズユアリミット,牡4,56.0,青柳正義,1:30.7,ハナ,8,56.8,41.2,大井福永敏,537(+33),202444012607,2024/01/26,1400,ダ,稍
8,6,9,イッピン,牡4,56.0,岩橋勇二,1:30.8,1/2,7,41.7,39.6,大井上杉昌宏,480(-3),202444012607,2024/01/26,1400,ダ,稍
9,4,5,ヒダカホンセン,牝4,54.0,西啓太,1:31.5,3.1/2,10,71.3,40.7,大井阪本一栄,479(+9),202444012607,2024/01/26,1400,ダ,稍
