着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,後3F,厩舎,馬体重,race_id,日付,距離,馬場種類,馬場状態
3,6,7,フジマサテイオー,牡3,56.0,和田譲治,1:44.1,1.1/2,2,3.9,40.6,大井久保杉隆,515(+7),202444101707,2024/10/17,1600,ダ,良
4,8,11,ビルドラポール,牡4,56.0,笹川翼,1:44.6,2.1/2,8,17.9,40.5,大井宗形竹見,511(-4),202444101707,2024/10/17,1600,ダ,良
5,2,2,バクシンフォワード,牡5,56.0,矢野貴之,1:44.8,3/4,3,4.8,39.8,大井福田真広,478(+3),202444101707,2024/10/17,1600,ダ,良
6,5,6,ビーティングハート,牝4,54.0,御神本訓,1:44.8,アタマ,1,3.4,41.1,大井宗形竹見,463(+1),202444101707,2024/10/17,1600,ダ,良
7,6,8,リンカイテン,牝5,54.0,野畑凌,1:44.8,ハナ,7,15.1,40.4,大井橋本和馬,497(-3),202444101707,2024/10/17,1600,ダ,良
8,7,10,エグマリーヌ,牝3,54.0,森泰斗,1:44.8,クビ,4,7.3,41.3,大井上杉昌宏,466(+1),202444101707,2024/10/17,1600,ダ,良
9,1,1,マイネルダンク,セ6,56.0,町田直希,1:45.5,3.1/2,12,212.4,40.2,大井辻野豊,435(-2),202444101707,2024/10/17,1600,ダ,良
10,7,9,トレーナーチョイス,牡3,56.0,安藤洋一,1:45.6,1/2,11,194.2,41.0,大井阪本一栄,443(+3),202444101707,2024/10/17,1600,ダ,良
11,8,12,ミスターウラノフ,牡6,56.0,Ｒ．クア,1:46.2,3,10,53.6,42.5,大井赤嶺本浩,431(-1),202444101707,2024/10/17,1600,ダ,良
12,4,4,ビーチユーミング,牡4,56.0,岡村健司,1:46.7,2.1/2,9,29.1,42.9,大井佐宗応和,468(0),202444101707,2024/10/17,1600,ダ,良
1,6,10,トーセンアマンダ,牝6,54.0,鷹見陸,1:15.8,,6,14.0,38.2,大井遠藤茂,488(+1),202444101708,2024/10/17,1200,ダ,良
2,8,13,アタミセイコー,牡5,56.0,小林脩斗,1:16.0,1,4,8.1,40.0,大井須田和伸,473(+2),202444101708,2024/10/17,1200,ダ,良
3,7,11,スカイピース,牝4,54.0,秋山稔樹,1:16.0,クビ,7,15.2,38.9,大井須田和伸,482(-2),202444101708,2024/10/17,1200,ダ,良
4,1,1,ウイントルヴェール,牡4,56.0,石田拓郎,1:16.1,クビ,12,70.0,39.4,大井庄子昭彦,446(+3),202444101708,2024/10/17,1200,ダ,良
5,2,2,ゼネラルリッチ,牡3,56.0,田中洸多,1:16.1,クビ,9,39.5,40.2,大井辻野豊,544(+4),202444101708,2024/10/17,1200,ダ,良
6,7,12,ピーエムドレミ,牝3,54.0,石神深道,1:16.2,クビ,2,3.7,38.8,大井市村誠,400(-4),202444101708,2024/10/17,1200,ダ,良
7,5,8,ピースフルタイム,牡7,56.0,佐野遥久,1:16.2,クビ,3,5.4,39.3,大井月岡健二,482(-4),202444101708,2024/10/17,1200,ダ,良
8,3,3,ツインプライム,牡4,56.0,山本大翔,1:16.3,クビ,1,3.5,38.0,大井高野毅,457(0),202444101708,2024/10/17,1200,ダ,良
9,4,5,ローザ,牝4,54.0,大江原比,1:16.4,1/2,5,9.6,39.1,大井市村誠,514(+1),202444101708,2024/10/17,1200,ダ,良
10,8,14,ソウルレコード,牝3,54.0,高橋優,1:16.6,1.1/4,11,69.1,40.1,大井高橋清顕,442(+2),202444101708,2024/10/17,1200,ダ,良
11,4,6,マロンルピナス,牝4,54.0,谷内貫太,1:16.7,1/2,8,15.6,39.2,大井吉井竜一,443(+2),202444101708,2024/10/17,1200,ダ,良
12,6,9,フォアランナー,牡5,56.0,千野稜真,1:17.3,3,13,118.0,39.3,大井大宮和也,532(-2),202444101708,2024/10/17,1200,ダ,良
13,5,7,シルバーステラ,牝4,54.0,菅原涼太,1:18.1,4,10,39.9,41.7,大井佐藤壽,446(+8),202444101708,2024/10/17,1200,ダ,良
除外,3,4,カンタベリーホープ,牡5,56.0,佐々木大,,,,,,大井遠藤茂,459(-2),202444101708,2024/10/17,1200,ダ,良
1,5,5,チャールズバローズ,牡3,56.0,Ｒ．クア,1:27.9,,4,5.4,38.3,大井森下淳平,488(+14),202444101709,2024/10/17,1400,ダ,良
2,6,8,パイロビーム,牡3,56.0,森泰斗,1:28.3,2,1,3.4,39.0,大井的場直之,452(-4),202444101709,2024/10/17,1400,ダ,良
3,4,4,ビッグショット,牡4,56.0,達城龍次,1:28.4,3/4,3,4.8,38.9,大井鈴木啓之,495(-2),202444101709,2024/10/17,1400,ダ,良
4,7,10,フルゴリラ,牡7,56.0,仲原大生,1:29.2,4,8,41.9,39.1,大井辻野豊,544(+2),202444101709,2024/10/17,1400,ダ,良
5,1,1,グンジン,牡4,56.0,張田昂,1:29.5,1.1/2,6,13.6,40.4,大井橋本和馬,518(+5),202444101709,2024/10/17,1400,ダ,良
6,5,6,サウンドプリズム,牡7,56.0,横川怜央,1:29.5,クビ,12,137.7,39.7,大井鈴木啓之,455(+10),202444101709,2024/10/17,1400,ダ,良
7,8,12,オペラ,牝4,51.0,▲佐野遥久,1:30.1,3,9,44.8,38.5,大井栗田裕光,407(-6),202444101709,2024/10/17,1400,ダ,良
8,3,3,ウエノマルダンディ,牡3,56.0,千田洋,1:30.1,アタマ,10,71.1,39.7,大井井上弘之,480(+8),202444101709,2024/10/17,1400,ダ,良
9,8,11,カナアミデスマッチ,牝3,51.0,▲高橋優,1:30.3,1,11,105.3,40.1,大井村上頼章,410(-2),202444101709,2024/10/17,1400,ダ,良
10,6,7,バーストオブカラー,牡5,56.0,藤田凌,1:30.3,アタマ,7,18.8,41.1,大井月岡健二,509(-3),202444101709,2024/10/17,1400,ダ,良
11,7,9,ボニファシオ,牡4,56.0,矢野貴之,1:31.0,3.1/2,5,7.6,41.1,大井納谷和玖,501(-3),202444101709,2024/10/17,1400,ダ,良
12,2,2,ハクアイアテナ,牝4,54.0,吉井章,1:32.3,6,2,4.1,42.7,大井松浦裕之,450(+18),202444101709,2024/10/17,1400,ダ,良
1,7,11,ボラボラフレイバー,牡4,56.0,谷内貫太,2:00.1,,3,6.5,39.5,大井月岡健二,459(0),202444101710,2024/10/17,1800,ダ,良
2,7,12,サウンドズーム,牡4,56.0,菅原涼太,2:00.2,クビ,1,1.7,40.6,大井鈴木啓之,485(0),202444101710,2024/10/17,1800,ダ,良
3,2,2,サヨノフジ,牡4,56.0,佐々木大,2:00.5,1.3/4,2,4.8,40.7,大井藤田輝信,499(+11),202444101710,2024/10/17,1800,ダ,良
4,4,6,カンタベリーローズ,牝3,54.0,佐野遥久,2:01.3,4,11,64.3,40.7,大井遠藤茂,481(-5),202444101710,2024/10/17,1800,ダ,良
5,6,9,ヘウレシス,牝4,54.0,高橋優,2:01.3,クビ,6,19.6,40.5,大井渡辺和雄,439(+2),202444101710,2024/10/17,1800,ダ,良
6,4,5,アイソタイプ,牡3,56.0,大江原比,2:01.3,ハナ,7,22.9,40.7,大井堀千亜樹,494(-4),202444101710,2024/10/17,1800,ダ,良
7,1,1,フェリスラリー,牡4,56.0,小林脩斗,2:01.4,クビ,12,110.9,41.6,大井堀江仁,484(+6),202444101710,2024/10/17,1800,ダ,良
8,5,8,トランセンデンタル,牡6,56.0,秋山稔樹,2:01.4,クビ,4,14.2,41.6,大井阪本一栄,471(-1),202444101710,2024/10/17,1800,ダ,良
9,3,4,プリサイスニードル,セ5,56.0,石田拓郎,2:01.4,アタマ,14,174.2,40.8,大井赤嶺本浩,444(+2),202444101710,2024/10/17,1800,ダ,良
10,3,3,オニクダイスキマン,牡5,56.0,山本大翔,2:01.4,アタマ,10,62.4,40.8,大井佐藤壽,423(+2),202444101710,2024/10/17,1800,ダ,良
11,8,14,エムオースイート,牝5,54.0,石神深道,2:02.2,4,8,32.5,41.6,大井堀江仁,475(+3),202444101710,2024/10/17,1800,ダ,良
12,5,7,ハカイシン,牡4,56.0,千野稜真,2:02.4,1,5,18.8,42.6,大井渡辺和雄,551(+3),202444101710,2024/10/17,1800,ダ,良
13,8,13,ワスレガタミ,牝4,54.0,鷹見陸,2:05.0,大,13,130.3,44.2,大井渡部則夫,423(+5),202444101710,2024/10/17,1800,ダ,良
中止,6,10,ソルテア,牡4,56.0,田中洸多,,,9,39.0,,大井赤嶺本浩,472(+6),202444101710,2024/10/17,1800,ダ,良
1,6,7,フィリオデルソル,牡5,57.0,Ｒ．クア,1:27.6,,6,11.5,37.3,大井荒山勝徳,503(+14),202444101711,2024/10/17,1400,ダ,良
2,5,6,マザオ,牡4,57.0,吉井章,1:27.8,1.1/4,1,3.4,38.3,大井嶋田幸晴,519(+5),202444101711,2024/10/17,1400,ダ,良
3,1,1,エアロストリーム,牡5,55.0,本田正重,1:28.1,1.1/2,5,10.7,39.1,大井的場直之,538(-5),202444101711,2024/10/17,1400,ダ,良
4,4,4,チャンプタイガー,牡6,57.0,矢野貴之,1:28.3,3/4,4,8.7,39.2,大井真島大輔,490(+3),202444101711,2024/10/17,1400,ダ,良
5,8,12,フジラプンツェル,牝4,53.0,石川駿介,1:28.4,1/2,7,16.3,38.4,大井岡野尚光,523(+8),202444101711,2024/10/17,1400,ダ,良
6,8,11,メンコイボクチャン,牡4,57.0,庄司大輔,1:28.4,クビ,11,83.1,38.7,船橋渡辺貴光,501(-3),202444101711,2024/10/17,1400,ダ,良
7,5,5,トップアメリカン,牡5,57.0,御神本訓,1:28.5,1/2,8,22.7,39.0,大井佐宗応和,515(-4),202444101711,2024/10/17,1400,ダ,良
8,7,9,ロイヤルペガサス,牡7,57.0,和田譲治,1:28.8,1.1/2,12,111.5,39.0,大井宗形竹見,534(-9),202444101711,2024/10/17,1400,ダ,良
9,7,10,ウナモンタナアルタ,牡5,55.0,笹川翼,1:29.0,3/4,3,4.2,39.6,大井佐々木洋,527(+2),202444101711,2024/10/17,1400,ダ,良
10,3,3,ジョンソンテソーロ,牡5,57.0,森泰斗,1:29.0,クビ,2,3.9,38.9,浦和小久保智,523(-5),202444101711,2024/10/17,1400,ダ,良
11,2,2,パワースレイヴ,牝5,52.0,▲佐野遥久,1:29.7,3.1/2,9,26.3,40.6,大井鷹見浩,513(0),202444101711,2024/10/17,1400,ダ,良
12,6,8,ナイトオブバンド,牡4,57.0,石崎駿,1:29.8,3/4,10,75.6,39.5,船橋米谷康秀,517(+1),202444101711,2024/10/17,1400,ダ,良
1,8,11,セントラルガバナー,牡3,56.0,御神本訓,1:14.2,,2,3.2,38.5,大井田中正人,493(+7),202444101712,2024/10/17,1200,ダ,良
2,5,5,サブノリョウマ,牡5,56.0,福原杏,1:14.5,1.3/4,9,43.9,38.1,大井阪本一栄,464(+6),202444101712,2024/10/17,1200,ダ,良
3,8,10,トーケンレナン,牡3,56.0,吉井章,1:15.0,2.1/2,4,7.7,38.4,大井松浦裕之,476(+5),202444101712,2024/10/17,1200,ダ,良
4,6,6,ヤンノカステップ,牝4,54.0,達城龍次,1:15.3,1.1/2,3,4.2,38.2,大井鷹見浩,410(-4),202444101712,2024/10/17,1200,ダ,良
5,4,4,デトネイター,牝4,54.0,笹川翼,1:15.3,クビ,1,3.1,38.9,大井福永敏,488(+2),202444101712,2024/10/17,1200,ダ,良
6,7,9,サッキーミツグ,牡3,54.0,Ｍ．ミシ,1:15.5,1,8,41.2,38.2,大井立花貢,448(+5),202444101712,2024/10/17,1200,ダ,良
7,3,3,サウンドキングダム,牡5,56.0,藤本現暉,1:15.7,3/4,7,26.4,38.7,大井鈴木啓之,512(0),202444101712,2024/10/17,1200,ダ,良
8,7,8,アンフォラ,牝4,54.0,西啓太,1:15.9,1.1/4,10,85.8,38.5,大井堀千亜樹,473(+5),202444101712,2024/10/17,1200,ダ,良
9,1,1,マジックオブラブ,牡3,56.0,本田正重,1:16.9,5,6,18.9,40.4,大井福田真広,462(-3),202444101712,2024/10/17,1200,ダ,良
10,2,2,リュウワンカノア,牡3,56.0,森泰斗,1:16.9,クビ,5,9.6,40.8,大井市村誠,504(+1),202444101712,2024/10/17,1200,ダ,良
11,6,7,ナリノヴィエンヌ,セ6,53.0,▲山本大翔,1:17.4,2.1/2,11,243.0,39.2,大井高岩孝敏,525(+3),202444101712,2024/10/17,1200,ダ,良
1,8,11,ジャンドル,牡3,56.0,矢野貴之,1:45.2,,1,1.3,41.0,大井福永敏,503(+7),202444101801,2024/10/18,1600,ダ,良
2,5,5,ピエールテネシー,牝3,54.0,瀬川将輝,1:46.2,5,8,84.1,41.7,大井佐々木洋,479(-1),202444101801,2024/10/18,1600,ダ,良
3,7,9,ホクトシュンパチ,牡3,56.0,Ｒ．クア,1:46.5,1.1/2,4,16.3,41.6,大井上杉昌宏,515(0),202444101801,2024/10/18,1600,ダ,良
4,3,3,ココナッツガーデン,セ3,56.0,藤本現暉,1:46.5,アタマ,7,27.3,41.6,大井荒山勝徳,429(+5),202444101801,2024/10/18,1600,ダ,良
5,4,4,ゲッワイエンタン,牡3,56.0,野畑凌,1:46.5,クビ,6,21.2,42.3,大井吉井竜一,464(+3),202444101801,2024/10/18,1600,ダ,良
6,1,1,マキネッタ,牡3,56.0,本田正重,1:47.1,3,5,20.6,42.0,大井宗形竹見,490(-5),202444101801,2024/10/18,1600,ダ,良
7,6,7,コスモロイロ,牡3,56.0,笹川翼,1:47.2,1/2,2,5.4,43.0,大井橋本和馬,489(+18),202444101801,2024/10/18,1600,ダ,良
8,7,8,アタミフラッシュ,牡3,53.0,▲佐野遥久,1:48.6,7,10,137.6,44.2,大井栗田裕光,457(-3),202444101801,2024/10/18,1600,ダ,良
9,2,2,ラパンリュネール,牝3,52.0,Ｍ．ミシ,1:48.7,1/2,3,11.2,44.1,大井小野寺晋,427(+9),202444101801,2024/10/18,1600,ダ,良
10,6,6,ハマノキョウケン,牡3,56.0,西啓太,1:48.7,クビ,11,235.3,44.5,大井月岡健二,449(-2),202444101801,2024/10/18,1600,ダ,良
11,8,10,ホワイトシップ,セ3,56.0,石川駿介,1:49.0,1.1/2,9,130.9,43.7,大井村上頼章,435(+4),202444101801,2024/10/18,1600,ダ,良
1,8,13,サユリバナ,牝3,54.0,森泰斗,1:15.3,,2,4.5,38.8,大井高野毅,523(+16),202444101802,2024/10/18,1200,ダ,良
2,6,9,ジュエルアバンティ,セ3,53.0,▲高橋優,1:16.0,3.1/2,7,24.2,39.5,大井鈴木啓之,438(+2),202444101802,2024/10/18,1200,ダ,良
3,4,5,エスカルチャ,牡3,56.0,藤田凌,1:16.1,1/2,4,17.8,38.8,大井的場直之,545(+17),202444101802,2024/10/18,1200,ダ,良
4,6,10,グァンダオ,牡3,55.0,☆鷹見陸,1:16.3,1,12,101.3,38.5,大井小野寺晋,435(+1),202444101802,2024/10/18,1200,ダ,良
5,5,8,ジョードプル,牡3,56.0,澤田龍哉,1:16.5,1,8,35.3,38.8,大井蛯名雄太,460(0),202444101802,2024/10/18,1200,ダ,良
6,3,4,ウィズアリープ,牝3,54.0,矢野貴之,1:16.8,1.3/4,1,1.4,40.3,大井渡辺和雄,481(-7),202444101802,2024/10/18,1200,ダ,良
7,8,14,オールエクシード,牝3,54.0,江里口裕,1:16.9,クビ,9,58.8,39.1,大井小野寺晋,495(+3),202444101802,2024/10/18,1200,ダ,良
8,7,11,タレンテッド,牡3,53.0,▲佐野遥久,1:17.0,3/4,13,317.6,40.1,大井堀江仁,431(-1),202444101802,2024/10/18,1200,ダ,良
9,3,3,ゴーディアンノット,セ3,56.0,岡村健司,1:17.1,1/2,5,18.4,40.1,大井鷹見浩,460(+8),202444101802,2024/10/18,1200,ダ,良
10,2,2,インヘリタンスエス,牡3,56.0,菅原涼太,1:17.6,2.1/2,6,23.8,40.3,大井堀千亜樹,485(+3),202444101802,2024/10/18,1200,ダ,良
11,4,6,サブノプレミアム,セ3,56.0,新原周馬,1:19.2,8,11,97.6,39.9,大井堀千亜樹,493(-19),202444101802,2024/10/18,1200,ダ,良
12,1,1,ジャスタヘイロー,牝3,54.0,大木天翔,1:20.6,7,14,374.2,41.6,大井荒井朋弘,423(+5),202444101802,2024/10/18,1200,ダ,良
13,5,7,エギエネス,牡3,56.0,西啓太,1:20.7,3/4,10,74.2,42.5,大井高橋清顕,480(+9),202444101802,2024/10/18,1200,ダ,良
14,7,12,ライヴフリッパー,牡3,56.0,Ｒ．クア,1:21.5,4,3,17.4,42.5,大井赤嶺本浩,447(+4),202444101802,2024/10/18,1200,ダ,良
1,7,7,タイガーシャーク,牡2,55.0,安藤洋一,1:45.4,,1,1.4,39.1,大井坂井英光,521(0),202444101803,2024/10/18,1600,ダ,良
2,1,1,スルガダイナゴン,牡2,55.0,笹川翼,1:46.2,4,4,7.5,39.7,大井佐宗応和,520(0),202444101803,2024/10/18,1600,ダ,良
3,4,4,スペシャリテ,牡2,55.0,矢野貴之,1:48.3,10,2,3.9,41.0,大井藤田輝信,464(0),202444101803,2024/10/18,1600,ダ,良
4,6,6,ベラジオチャンネル,牡2,55.0,吉井章,1:49.1,4,3,6.5,42.0,大井松浦裕之,446(0),202444101803,2024/10/18,1600,ダ,良
5,2,2,ブリングバンバン,牡2,55.0,岡村健司,1:50.8,8,5,60.6,43.1,大井堀江仁,470(0),202444101803,2024/10/18,1600,ダ,良
6,3,3,ビビシイ,牝2,54.0,江里口裕,1:52.6,9,6,67.0,44.9,大井宗形竹見,436(0),202444101803,2024/10/18,1600,ダ,良
取消,5,5,ターボエス,牡2,55.0,森泰斗,,,,,,大井荒井朋弘,,202444101803,2024/10/18,1600,ダ,良
1,8,8,オペラアリア,牝2,54.0,御神本訓,1:29.7,,1,1.5,38.4,大井藤田輝信,468(0),202444101804,2024/10/18,1400,ダ,良
2,6,6,ペコリ,牝2,54.0,森泰斗,1:30.7,5,3,6.7,39.4,大井福永敏,501(0),202444101804,2024/10/18,1400,ダ,良
3,5,5,イブニン,牡2,55.0,吉井章,1:32.0,6,2,3.6,40.4,大井的場直之,515(0),202444101804,2024/10/18,1400,ダ,良
4,4,4,パープルライダー,牡2,55.0,笹川翼,1:33.5,7,4,13.9,40.9,大井田中正人,503(0),202444101804,2024/10/18,1400,ダ,良
5,7,7,アルゴ,牡2,55.0,仲原大生,1:33.8,1.3/4,7,73.7,42.2,大井辻野豊,448(0),202444101804,2024/10/18,1400,ダ,良
6,3,3,プラスアンドボーン,牡2,55.0,安藤洋一,1:34.7,4,8,92.7,40.9,大井阪本一栄,456(0),202444101804,2024/10/18,1400,ダ,良
7,2,2,ワイズアントス,牝2,54.0,矢野貴之,1:34.8,1/2,6,21.0,41.0,大井中道啓二,448(0),202444101804,2024/10/18,1400,ダ,良
8,1,1,ラバテラジェーン,牝2,52.0,Ｍ．ミシ,1:39.1,大,5,20.9,42.7,大井市村誠,488(0),202444101804,2024/10/18,1400,ダ,良
1,2,2,ペピタドーロ,牡2,55.0,Ｒ．クア,1:51.6,,1,2.3,37.6,大井荒山勝徳,472(+5),202444101805,2024/10/18,1700,ダ,良
2,7,7,アクナーテン,牡2,55.0,安藤洋一,1:51.9,1.3/4,6,20.5,38.4,大井荒山勝徳,507(+4),202444101805,2024/10/18,1700,ダ,良
3,4,4,アレンパ,牡2,55.0,矢野貴之,1:52.1,1,2,2.9,38.3,大井澤佳宏,513(-5),202444101805,2024/10/18,1700,ダ,良
4,1,1,ユウユウスキー,牡2,55.0,森泰斗,1:52.7,3,5,8.6,38.4,大井阪本一栄,499(+7),202444101805,2024/10/18,1700,ダ,良
5,8,9,ピノマハナ,牡2,55.0,野畑凌,1:53.1,2,4,7.5,39.3,浦和野口孝,484(-1),202444101805,2024/10/18,1700,ダ,良
6,6,6,アレゴウドウレモン,牝2,54.0,達城龍次,1:53.6,2.1/2,7,28.5,40.1,大井上杉昌宏,479(+4),202444101805,2024/10/18,1700,ダ,良
7,3,3,ナイトウォーリア,牡2,55.0,西啓太,1:53.8,1,3,7.1,39.4,大井田中正人,452(+13),202444101805,2024/10/18,1700,ダ,良
8,8,8,マッチャンサンバ,牝2,54.0,庄司大輔,1:56.4,大,8,80.0,41.6,船橋矢野義幸,447(-11),202444101805,2024/10/18,1700,ダ,良
9,5,5,ピッピーノ,牡2,52.0,▲高橋優,1:57.2,4,9,240.6,42.1,大井赤嶺本浩,433(0),202444101805,2024/10/18,1700,ダ,良
1,8,10,ナンセイスコピオン,牝4,54.0,本田正重,1:43.4,,5,9.5,39.3,大井米田英世,448(-5),202444101806,2024/10/18,1600,ダ,良
2,7,8,ホヌ,セ4,54.0,△谷内貫太,1:44.4,5,2,3.2,40.3,大井市村誠,491(-1),202444101806,2024/10/18,1600,ダ,良
3,6,7,サンバフレイバー,牝5,54.0,吉井章,1:44.8,2,1,2.6,40.4,大井月岡健二,468(-2),202444101806,2024/10/18,1600,ダ,良
4,3,3,セイバー,牡3,56.0,森泰斗,1:44.9,1/2,4,8.6,40.1,大井吉井竜一,492(+4),202444101806,2024/10/18,1600,ダ,良
5,7,9,サブノフクムスメ,牝3,54.0,達城龍次,1:44.9,ハナ,3,6.9,39.8,大井堀千亜樹,492(0),202444101806,2024/10/18,1600,ダ,良
6,1,1,タケノゲッコウ,牝3,54.0,町田直希,1:45.4,2.1/2,7,23.4,41.0,大井佐野謙二,451(+2),202444101806,2024/10/18,1600,ダ,良
7,5,5,ベルルート,牡3,56.0,内田利雄,1:45.4,アタマ,8,24.2,38.6,大井佐宗応和,459(+1),202444101806,2024/10/18,1600,ダ,良
8,2,2,ペルルセレスト,牝3,51.0,▲佐野遥久,1:45.6,1,9,136.3,40.2,大井久保杉隆,429(0),202444101806,2024/10/18,1600,ダ,良
9,6,6,シシノハート,牝3,54.0,菅原涼太,1:46.0,2,10,147.3,41.9,大井小野寺晋,462(-7),202444101806,2024/10/18,1600,ダ,良
10,8,11,ワイルドブーケ,牝3,54.0,仲原大生,1:46.3,1.1/2,11,242.3,41.2,大井辻野豊,435(-3),202444101806,2024/10/18,1600,ダ,良
11,4,4,サウンドルークス,牡3,56.0,横川怜央,1:46.8,2.1/2,6,10.3,41.4,大井鈴木啓之,453(0),202444101806,2024/10/18,1600,ダ,良
1,8,9,ノイバラ,牝3,54.0,笹川翼,1:15.0,,1,1.3,38.1,大井赤嶺本浩,420(+1),202444101807,2024/10/18,1200,ダ,良
2,6,6,アフロプリンス,牡3,55.0,☆鷹見陸,1:15.7,3.1/2,2,4.3,38.2,大井的場直之,482(+3),202444101807,2024/10/18,1200,ダ,良
3,1,1,ジツノスケ,牡3,56.0,石崎駿,1:16.1,2,4,18.2,37.8,大井朝倉実,500(+2),202444101807,2024/10/18,1200,ダ,良
4,7,7,カステラ,牝3,54.0,本田正重,1:16.5,2,7,57.0,38.6,大井佐野謙二,412(-5),202444101807,2024/10/18,1200,ダ,良
5,4,4,マドモアゼルレンヌ,牝3,54.0,西啓太,1:16.7,1.1/4,6,46.4,38.7,大井阪本一栄,415(-6),202444101807,2024/10/18,1200,ダ,良
6,7,8,カレーウドン,牡3,56.0,江里口裕,1:16.8,1/2,5,32.3,38.0,大井佐野謙二,500(0),202444101807,2024/10/18,1200,ダ,良
7,3,3,ヴィヴァンラリー,牡3,56.0,大木天翔,1:17.1,1.1/2,8,107.7,37.9,大井橋本和馬,463(-3),202444101807,2024/10/18,1200,ダ,良
8,2,2,アフロビート,牡4,56.0,山崎誠士,1:17.2,3/4,3,8.3,38.8,大井荒井朋弘,449(+2),202444101807,2024/10/18,1200,ダ,良
9,8,10,レディアマゾネス,牝3,54.0,中村尚平,1:18.5,6,9,153.8,40.1,大井佐々木忠,437(-3),202444101807,2024/10/18,1200,ダ,良
除外,5,5,エーギル,牡5,56.0,Ｒ．クア,,,,,,大井荒山勝徳,506(-5),202444101807,2024/10/18,1200,ダ,良
1,8,10,キタサンユニゾン,牡6,56.0,笹川翼,1:44.5,,2,3.3,40.5,大井米田英世,488(-6),202444101808,2024/10/18,1600,ダ,良
2,8,9,バイアルド,牡5,56.0,石崎駿,1:44.5,アタマ,6,13.7,39.3,大井森下淳平,533(-2),202444101808,2024/10/18,1600,ダ,良
3,7,8,アイミーハイティー,牝5,54.0,野畑凌,1:44.6,1/2,4,8.3,41.1,大井佐野謙二,495(+3),202444101808,2024/10/18,1600,ダ,良
4,3,3,マルヨソウタ,牡6,56.0,達城龍次,1:44.7,クビ,7,16.2,40.5,大井村上頼章,502(-2),202444101808,2024/10/18,1600,ダ,良
5,1,1,オキハル,牡3,56.0,本橋孝太,1:45.2,2.1/2,9,95.3,39.6,大井蛯名雄太,496(+1),202444101808,2024/10/18,1600,ダ,良
6,7,7,アイスラリマー,牝5,54.0,岡村健司,1:45.4,3/4,8,23.2,41.4,大井高岩孝敏,457(+5),202444101808,2024/10/18,1600,ダ,良
7,6,6,ベンデュガ,セ4,56.0,森泰斗,1:45.5,3/4,5,8.5,42.0,大井荒山勝徳,481(+12),202444101808,2024/10/18,1600,ダ,良
8,5,5,ジョリーロジャー,牡3,56.0,御神本訓,1:45.6,クビ,1,2.9,42.0,大井田中正人,554(-2),202444101808,2024/10/18,1600,ダ,良
9,2,2,コステロアスール,牡4,56.0,藤本現暉,1:46.0,2,10,182.3,41.2,大井蛯名雄太,459(-1),202444101808,2024/10/18,1600,ダ,良
10,4,4,ネオエトワール,牝3,54.0,山崎誠士,1:46.2,1,3,5.6,42.2,大井米田英世,440(+1),202444101808,2024/10/18,1600,ダ,良
1,6,8,コスモバシレウス,牡3,56.0,本田正重,1:28.9,,1,1.2,40.5,大井宗形竹見,463(+6),202444101809,2024/10/18,1400,ダ,良
2,8,12,フレンドキング,牡4,56.0,和田譲治,1:29.1,1.1/4,4,17.2,39.2,大井久保杉隆,460(+3),202444101809,2024/10/18,1400,ダ,良
3,5,6,グロリアスライン,牡4,56.0,東原悠善,1:29.3,3/4,7,37.0,39.1,大井井上弘之,473(-5),202444101809,2024/10/18,1400,ダ,良
4,3,3,サブノチャンス,牝4,54.0,菅原涼太,1:29.9,3,10,194.7,39.3,大井堀千亜樹,479(+1),202444101809,2024/10/18,1400,ダ,良
5,7,10,エイシンモシリ,牡3,56.0,Ｒ．クア,1:30.0,クビ,2,5.9,41.1,大井荒山勝徳,528(+3),202444101809,2024/10/18,1400,ダ,良
6,1,1,カヴァス,セ7,56.0,藤本現暉,1:30.4,2,11,226.0,39.4,大井赤嶺本浩,493(-3),202444101809,2024/10/18,1400,ダ,良
7,7,9,ティーズブライト,牝4,54.0,矢野貴之,1:30.4,クビ,3,10.1,41.9,大井高野毅,457(+5),202444101809,2024/10/18,1400,ダ,良
8,4,4,レトロタイプ,牡3,56.0,岡村健司,1:30.4,ハナ,6,36.8,39.6,大井渡辺和雄,512(0),202444101809,2024/10/18,1400,ダ,良
9,8,11,ビアンカ,牝4,54.0,瀬川将輝,1:31.2,4,9,107.2,39.8,大井大宮和也,432(-2),202444101809,2024/10/18,1400,ダ,良
10,6,7,フレッシュルーキー,牡3,56.0,御神本訓,1:31.3,3/4,5,24.2,41.8,大井中道啓二,483(+2),202444101809,2024/10/18,1400,ダ,良
11,2,2,メリーゴーラウンド,牡3,55.0,☆鷹見陸,1:32.8,7,8,100.3,42.0,大井佐宗応和,488(-3),202444101809,2024/10/18,1400,ダ,良
12,5,5,タツノソニック,牡3,56.0,新原周馬,1:32.9,クビ,12,247.8,43.1,大井鷹見浩,446(-1),202444101809,2024/10/18,1400,ダ,良
1,7,10,キタノライアン,セ7,56.0,安藤洋一,1:14.8,,3,11.9,38.9,大井田中正人,509(+4),202444101810,2024/10/18,1200,ダ,良
2,6,8,ヤマショウカリズマ,牡3,56.0,森泰斗,1:15.2,2,5,14.5,38.9,大井堀千亜樹,488(-2),202444101810,2024/10/18,1200,ダ,良
